treatment_class,treatment,orig_var,variable,value,replacement
MappedCodeTransform,deviation_code,v_198,v_198_deviation_code,b,1.3989617058527297
MappedCodeTransform,prevalence_code,v_198,v_198_prevalence_code,a,0.37
MappedCodeTransform,prevalence_code,v_198,v_198_prevalence_code,b,0.63
IndicatorCodeTransform,indicator_code,v_198,v_198_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_198,v_198_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4172,v_4172_impact_code,a,0.17276876537742908
MappedCodeTransform,impact_code,v_4172,v_4172_impact_code,b,-0.14392364732327367
MappedCodeTransform,deviation_code,v_4172,v_4172_deviation_code,a,1.329609614352135
MappedCodeTransform,deviation_code,v_4172,v_4172_deviation_code,b,1.4996869394790193
MappedCodeTransform,prevalence_code,v_4172,v_4172_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_4172,v_4172_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_4172,v_4172_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4172,v_4172_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1913,v_1913_impact_code,a,-0.0001606068357434241
MappedCodeTransform,impact_code,v_1913,v_1913_impact_code,b,0.00012242860639396385
MappedCodeTransform,deviation_code,v_1913,v_1913_deviation_code,a,1.3205774191111366
MappedCodeTransform,deviation_code,v_1913,v_1913_deviation_code,b,1.5163822198046222
MappedCodeTransform,prevalence_code,v_1913,v_1913_prevalence_code,a,0.4
MappedCodeTransform,prevalence_code,v_1913,v_1913_prevalence_code,b,0.6
IndicatorCodeTransform,indicator_code,v_1913,v_1913_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1913,v_1913_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2451,v_2451_impact_code,a,-0.00015602897661879636
MappedCodeTransform,impact_code,v_2451,v_2451_impact_code,b,0.00017641344390406655
MappedCodeTransform,deviation_code,v_2451,v_2451_deviation_code,a,1.486286133522466
MappedCodeTransform,deviation_code,v_2451,v_2451_deviation_code,b,1.3955765344314999
MappedCodeTransform,prevalence_code,v_2451,v_2451_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2451,v_2451_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2451,v_2451_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2451,v_2451_lev_a,a,1.0
MappedCodeTransform,impact_code,v_917,v_917_impact_code,a,0.020076568179784746
MappedCodeTransform,impact_code,v_917,v_917_impact_code,b,-0.03264496693558167
MappedCodeTransform,deviation_code,v_917,v_917_deviation_code,a,1.573241426378109
MappedCodeTransform,deviation_code,v_917,v_917_deviation_code,b,1.2078934892652275
MappedCodeTransform,prevalence_code,v_917,v_917_prevalence_code,a,0.6
MappedCodeTransform,prevalence_code,v_917,v_917_prevalence_code,b,0.4
IndicatorCodeTransform,indicator_code,v_917,v_917_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_917,v_917_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1306,v_1306_impact_code,a,-0.0018040324075560773
MappedCodeTransform,impact_code,v_1306,v_1306_impact_code,b,0.0013839843515124485
MappedCodeTransform,deviation_code,v_1306,v_1306_deviation_code,a,1.335683963333921
MappedCodeTransform,deviation_code,v_1306,v_1306_deviation_code,b,1.5360373228318493
MappedCodeTransform,prevalence_code,v_1306,v_1306_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_1306,v_1306_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_1306,v_1306_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1306,v_1306_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4832,v_4832_impact_code,a,0.09942661297277403
MappedCodeTransform,impact_code,v_4832,v_4832_impact_code,b,-0.11971494920245931
MappedCodeTransform,deviation_code,v_4832,v_4832_deviation_code,a,1.4822210794646755
MappedCodeTransform,deviation_code,v_4832,v_4832_deviation_code,b,1.3640013698499327
MappedCodeTransform,prevalence_code,v_4832,v_4832_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_4832,v_4832_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_4832,v_4832_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4832,v_4832_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4602,v_4602_impact_code,a,0.03813667407215689
MappedCodeTransform,impact_code,v_4602,v_4602_impact_code,b,-0.028373184993503563
MappedCodeTransform,deviation_code,v_4602,v_4602_deviation_code,a,1.2580125640000082
MappedCodeTransform,deviation_code,v_4602,v_4602_deviation_code,b,1.6178102585906238
MappedCodeTransform,prevalence_code,v_4602,v_4602_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_4602,v_4602_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_4602,v_4602_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4602,v_4602_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2149,v_2149_impact_code,a,0.14438926279956485
MappedCodeTransform,impact_code,v_2149,v_2149_impact_code,b,-0.14820611040723303
MappedCodeTransform,deviation_code,v_2149,v_2149_deviation_code,a,1.3345124242657924
MappedCodeTransform,deviation_code,v_2149,v_2149_deviation_code,b,1.525670998297549
MappedCodeTransform,prevalence_code,v_2149,v_2149_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_2149,v_2149_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_2149,v_2149_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2149,v_2149_lev_b,b,1.0
MappedCodeTransform,impact_code,v_612,v_612_impact_code,a,0.0036848415375166687
MappedCodeTransform,impact_code,v_612,v_612_impact_code,b,-0.003032229747697327
MappedCodeTransform,deviation_code,v_612,v_612_deviation_code,a,1.3611422313237387
MappedCodeTransform,deviation_code,v_612,v_612_deviation_code,b,1.50317220958713
MappedCodeTransform,prevalence_code,v_612,v_612_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_612,v_612_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_612,v_612_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_612,v_612_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2450,v_2450_impact_code,a,-0.0009556804107606398
MappedCodeTransform,impact_code,v_2450,v_2450_impact_code,b,0.00087656595412779
MappedCodeTransform,deviation_code,v_2450,v_2450_deviation_code,a,1.408326266762379
MappedCodeTransform,deviation_code,v_2450,v_2450_deviation_code,b,1.4726448337938038
MappedCodeTransform,prevalence_code,v_2450,v_2450_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_2450,v_2450_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_2450,v_2450_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2450,v_2450_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2730,v_2730_impact_code,a,0.007011133620788218
MappedCodeTransform,impact_code,v_2730,v_2730_impact_code,b,-0.005543636459321802
MappedCodeTransform,deviation_code,v_2730,v_2730_deviation_code,a,1.3413810045887933
MappedCodeTransform,deviation_code,v_2730,v_2730_deviation_code,b,1.5454485952303303
MappedCodeTransform,prevalence_code,v_2730,v_2730_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_2730,v_2730_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_2730,v_2730_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2730,v_2730_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4550,v_4550_impact_code,a,-0.06568022746727974
MappedCodeTransform,impact_code,v_4550,v_4550_impact_code,b,0.06505654263954426
MappedCodeTransform,deviation_code,v_4550,v_4550_deviation_code,a,1.415885815983472
MappedCodeTransform,deviation_code,v_4550,v_4550_deviation_code,b,1.4546792117840466
MappedCodeTransform,prevalence_code,v_4550,v_4550_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_4550,v_4550_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_4550,v_4550_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4550,v_4550_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3288,v_3288_impact_code,a,0.002849858457611627
MappedCodeTransform,impact_code,v_3288,v_3288_impact_code,b,-0.003429990844752697
MappedCodeTransform,deviation_code,v_3288,v_3288_deviation_code,a,1.5145322561725507
MappedCodeTransform,deviation_code,v_3288,v_3288_deviation_code,b,1.3670213979206147
MappedCodeTransform,prevalence_code,v_3288,v_3288_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_3288,v_3288_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_3288,v_3288_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3288,v_3288_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1030,v_1030_impact_code,a,-0.10516857033762804
MappedCodeTransform,impact_code,v_1030,v_1030_impact_code,b,0.09643392609857131
MappedCodeTransform,deviation_code,v_1030,v_1030_deviation_code,a,1.3944385900771399
MappedCodeTransform,deviation_code,v_1030,v_1030_deviation_code,b,1.4643747734322725
MappedCodeTransform,prevalence_code,v_1030,v_1030_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_1030,v_1030_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_1030,v_1030_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1030,v_1030_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1471,v_1471_impact_code,a,-0.09460723722044406
MappedCodeTransform,impact_code,v_1471,v_1471_impact_code,b,0.11062608696786352
MappedCodeTransform,deviation_code,v_1471,v_1471_deviation_code,a,1.6544838878294228
MappedCodeTransform,deviation_code,v_1471,v_1471_deviation_code,b,1.2091729971170389
MappedCodeTransform,prevalence_code,v_1471,v_1471_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_1471,v_1471_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_1471,v_1471_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1471,v_1471_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4667,v_4667_impact_code,a,0.140172710657352
MappedCodeTransform,impact_code,v_4667,v_4667_impact_code,b,-0.13152623695089857
MappedCodeTransform,deviation_code,v_4667,v_4667_deviation_code,a,1.3006332149906288
MappedCodeTransform,deviation_code,v_4667,v_4667_deviation_code,b,1.552387020359672
MappedCodeTransform,prevalence_code,v_4667,v_4667_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_4667,v_4667_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_4667,v_4667_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4667,v_4667_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3500,v_3500_impact_code,a,-0.0031451832617061595
MappedCodeTransform,impact_code,v_3500,v_3500_impact_code,b,0.0019277374787350049
MappedCodeTransform,deviation_code,v_3500,v_3500_deviation_code,a,1.2279573553335124
MappedCodeTransform,deviation_code,v_3500,v_3500_deviation_code,b,1.588213967524708
MappedCodeTransform,prevalence_code,v_3500,v_3500_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_3500,v_3500_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_3500,v_3500_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3500,v_3500_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4175,v_4175_impact_code,a,-0.00018426515869791969
MappedCodeTransform,impact_code,v_4175,v_4175_impact_code,b,0.0001804044357642965
MappedCodeTransform,deviation_code,v_4175,v_4175_deviation_code,a,1.434134849647655
MappedCodeTransform,deviation_code,v_4175,v_4175_deviation_code,b,1.4504340619532028
MappedCodeTransform,prevalence_code,v_4175,v_4175_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_4175,v_4175_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_4175,v_4175_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4175,v_4175_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2265,v_2265_impact_code,a,-6.929842531108732e-05
MappedCodeTransform,impact_code,v_2265,v_2265_impact_code,b,8.274711868537336e-05
MappedCodeTransform,deviation_code,v_2265,v_2265_deviation_code,a,1.5055343608618914
MappedCodeTransform,deviation_code,v_2265,v_2265_deviation_code,b,1.3748145720975846
MappedCodeTransform,prevalence_code,v_2265,v_2265_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2265,v_2265_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2265,v_2265_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2265,v_2265_lev_b,b,1.0
MappedCodeTransform,impact_code,v_806,v_806_impact_code,a,0.10852074823969585
MappedCodeTransform,impact_code,v_806,v_806_impact_code,b,-0.12854643143536293
MappedCodeTransform,deviation_code,v_806,v_806_deviation_code,a,1.466858785064892
MappedCodeTransform,deviation_code,v_806,v_806_deviation_code,b,1.3817066751634133
MappedCodeTransform,prevalence_code,v_806,v_806_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_806,v_806_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_806,v_806_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_806,v_806_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1709,v_1709_impact_code,a,0.00021318582115981968
MappedCodeTransform,impact_code,v_1709,v_1709_impact_code,b,-0.00020274563166013896
MappedCodeTransform,deviation_code,v_1709,v_1709_deviation_code,a,1.4229419692663554
MappedCodeTransform,deviation_code,v_1709,v_1709_deviation_code,b,1.4600941000483683
MappedCodeTransform,prevalence_code,v_1709,v_1709_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_1709,v_1709_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_1709,v_1709_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1709,v_1709_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4259,v_4259_impact_code,a,-0.014745454813180795
MappedCodeTransform,impact_code,v_4259,v_4259_impact_code,b,0.012594541467518105
MappedCodeTransform,deviation_code,v_4259,v_4259_deviation_code,a,1.379346191091797
MappedCodeTransform,deviation_code,v_4259,v_4259_deviation_code,b,1.4875967626049467
MappedCodeTransform,prevalence_code,v_4259,v_4259_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_4259,v_4259_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_4259,v_4259_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4259,v_4259_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3400,v_3400_impact_code,a,0.18119293091854158
MappedCodeTransform,impact_code,v_3400,v_3400_impact_code,b,-0.16009167601748753
MappedCodeTransform,deviation_code,v_3400,v_3400_deviation_code,a,1.4525271017442518
MappedCodeTransform,deviation_code,v_3400,v_3400_deviation_code,b,1.3968513808774756
MappedCodeTransform,prevalence_code,v_3400,v_3400_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_3400,v_3400_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_3400,v_3400_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3400,v_3400_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1623,v_1623_impact_code,a,0.10708250906451297
MappedCodeTransform,impact_code,v_1623,v_1623_impact_code,b,-0.1267075597364014
MappedCodeTransform,deviation_code,v_1623,v_1623_deviation_code,a,1.5107657655527165
MappedCodeTransform,deviation_code,v_1623,v_1623_deviation_code,b,1.3316133882003167
MappedCodeTransform,prevalence_code,v_1623,v_1623_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_1623,v_1623_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_1623,v_1623_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1623,v_1623_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4690,v_4690_impact_code,a,0.08950258062781163
MappedCodeTransform,impact_code,v_4690,v_4690_impact_code,b,-0.08223054565892501
MappedCodeTransform,deviation_code,v_4690,v_4690_deviation_code,a,1.4340945249832686
MappedCodeTransform,deviation_code,v_4690,v_4690_deviation_code,b,1.4318836127453967
MappedCodeTransform,prevalence_code,v_4690,v_4690_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_4690,v_4690_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_4690,v_4690_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4690,v_4690_lev_a,a,1.0
MappedCodeTransform,impact_code,v_789,v_789_impact_code,a,0.013390146079297244
MappedCodeTransform,impact_code,v_789,v_789_impact_code,b,-0.013104265551823573
MappedCodeTransform,deviation_code,v_789,v_789_deviation_code,a,1.4589036226353842
MappedCodeTransform,deviation_code,v_789,v_789_deviation_code,b,1.42629527920389
MappedCodeTransform,prevalence_code,v_789,v_789_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_789,v_789_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_789,v_789_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_789,v_789_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1988,v_1988_impact_code,a,-0.009584974270368762
MappedCodeTransform,impact_code,v_1988,v_1988_impact_code,b,0.011583442791743892
MappedCodeTransform,deviation_code,v_1988,v_1988_deviation_code,a,1.5333455185564497
MappedCodeTransform,deviation_code,v_1988,v_1988_deviation_code,b,1.352666166150554
MappedCodeTransform,prevalence_code,v_1988,v_1988_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_1988,v_1988_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_1988,v_1988_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1988,v_1988_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1006,v_1006_impact_code,a,0.11379550535884349
MappedCodeTransform,impact_code,v_1006,v_1006_impact_code,b,-0.10484531251658959
MappedCodeTransform,deviation_code,v_1006,v_1006_deviation_code,a,1.4447034253531983
MappedCodeTransform,deviation_code,v_1006,v_1006_deviation_code,b,1.4178581061663473
MappedCodeTransform,prevalence_code,v_1006,v_1006_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_1006,v_1006_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_1006,v_1006_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1006,v_1006_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3182,v_3182_impact_code,a,-0.021364125728462982
MappedCodeTransform,impact_code,v_3182,v_3182_impact_code,b,0.020487717651722248
MappedCodeTransform,deviation_code,v_3182,v_3182_deviation_code,a,1.3925633118223002
MappedCodeTransform,deviation_code,v_3182,v_3182_deviation_code,b,1.4992769640552337
MappedCodeTransform,prevalence_code,v_3182,v_3182_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_3182,v_3182_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_3182,v_3182_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3182,v_3182_lev_b,b,1.0
MappedCodeTransform,impact_code,v_127,v_127_impact_code,a,-0.00012124978249162719
MappedCodeTransform,impact_code,v_127,v_127_impact_code,b,0.00011795930969312829
MappedCodeTransform,deviation_code,v_127,v_127_deviation_code,a,1.4311734852116682
MappedCodeTransform,deviation_code,v_127,v_127_deviation_code,b,1.4512412713529856
MappedCodeTransform,prevalence_code,v_127,v_127_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_127,v_127_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_127,v_127_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_127,v_127_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3689,v_3689_impact_code,a,0.02608380475318691
MappedCodeTransform,impact_code,v_3689,v_3689_impact_code,b,-0.04013140343871003
MappedCodeTransform,deviation_code,v_3689,v_3689_deviation_code,a,1.6483181190857814
MappedCodeTransform,deviation_code,v_3689,v_3689_deviation_code,b,1.191752921547851
MappedCodeTransform,prevalence_code,v_3689,v_3689_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_3689,v_3689_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_3689,v_3689_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3689,v_3689_lev_b,b,1.0
